Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,127.80000305175781,129.0,126.0999984741211,129.0,96.19259643554688,578
2002-07-02,132.0,135.4499969482422,131.5,135.4499969482422,101.0022201538086,4059
2002-07-03,136.9499969482422,140.0,133.0,135.1999969482422,100.81580352783203,2003
2002-07-04,135.0,136.0,131.0,136.0,101.41233825683594,980
2002-07-05,131.25,135.85000610351562,131.0,131.25,97.87037658691406,320
2002-07-08,128.0,128.0,128.0,128.0,95.44691467285156,38
2002-07-09,126.0999984741211,130.0,125.0,127.05000305175781,94.73851776123047,1439
2002-07-10,130.1999969482422,130.1999969482422,125.0,125.0,93.20986938476562,1080
2002-07-11,122.0,125.0,122.0,125.0,93.20986938476562,56
2002-07-12,131.6999969482422,131.6999969482422,122.0,122.0,90.97284698486328,1130
2002-07-15,122.1500015258789,122.1500015258789,116.5,116.5,86.87161254882812,200
2002-07-16,116.5,116.5,116.5,116.5,86.87161254882812,0
2002-07-17,116.5,116.5,116.5,116.5,86.87161254882812,0
2002-07-18,125.0,125.0,117.9000015258789,118.0,87.9901123046875,1415
2002-07-19,118.05000305175781,120.0,115.0,115.0999984741211,85.82763671875,497
2002-07-22,112.0,112.0,110.0,110.0999984741211,82.0992660522461,960
2002-07-23,116.9000015258789,116.9000015258789,107.0999984741211,113.6500015258789,84.74641418457031,304
2002-07-24,113.0,116.0,110.0,113.0999984741211,84.33629608154297,897
2002-07-25,115.0,117.5,112.0,113.5,84.63458251953125,363
2002-07-26,114.0,114.0,111.0,113.25,84.44815063476562,453
2002-07-29,114.0,114.0,104.0,105.6500015258789,78.7809829711914,1265
2002-07-30,109.0,111.0,101.0,101.05000305175781,75.35088348388672,2573
2002-07-31,100.0999984741211,110.0,100.0999984741211,108.25,80.7197494506836,1928
2002-08-01,113.0,113.0,108.0,108.0,80.53333282470703,500
2002-08-02,107.0,107.0,99.5,101.30000305175781,75.53727722167969,638
2002-08-05,101.25,105.0,101.05000305175781,104.0,77.55061340332031,395
2002-08-06,102.0999984741211,106.0,102.0,106.0,79.0419692993164,120
2002-08-07,106.0,110.0,106.0,110.0,82.0246810913086,56
2002-08-08,109.0,109.0,108.0,108.0,80.53333282470703,335
2002-08-09,108.5,110.0,105.5,105.5,78.66913604736328,868
2002-08-12,105.5,105.5,105.5,105.5,78.66913604736328,0
2002-08-13,108.0,108.0,108.0,108.0,80.53333282470703,20
2002-08-14,106.30000305175781,108.0,106.30000305175781,108.0,80.53333282470703,499
2002-08-15,108.0,108.0,108.0,108.0,80.53333282470703,0
2002-08-16,108.30000305175781,108.30000305175781,108.19999694824219,108.19999694824219,80.68245697021484,210
2002-08-19,108.19999694824219,108.19999694824219,108.19999694824219,108.19999694824219,80.68245697021484,0
2002-08-20,105.3499984741211,111.0999984741211,105.3499984741211,109.0,81.27899932861328,242
2002-08-21,104.4000015258789,109.80000305175781,104.4000015258789,109.80000305175781,81.87554168701172,250
2002-08-22,110.0,112.0,110.0,110.0,82.0246810913086,200
2002-08-23,118.0,121.0,111.0,111.0,82.77037811279297,1039
2002-08-26,115.0,117.0,115.0,116.0,86.49876403808594,736
2002-08-27,113.9000015258789,115.0,111.55000305175781,114.5999984741211,85.4548110961914,625
2002-08-28,110.05000305175781,111.0999984741211,110.05000305175781,110.5999984741211,82.47209930419922,234
2002-08-29,113.8499984741211,115.0,113.8499984741211,115.0,85.75308227539062,415
2002-08-30,111.0,111.0,104.0,104.94999694824219,78.25900268554688,2859
2002-09-02,107.0,107.0,107.0,107.0,79.78765106201172,88
2002-09-03,113.0,113.0,107.5,107.5,80.16049194335938,800
2002-09-04,108.0,110.9000015258789,107.0,107.05000305175781,79.8249282836914,325
2002-09-05,108.0,108.0,107.0,107.1500015258789,79.89949798583984,297
2002-09-06,106.0,106.5,105.0,105.0,78.2962875366211,278
2002-09-09,105.0,108.0,103.0,105.0,78.2962875366211,450
2002-09-10,105.0,105.0,105.0,105.0,78.2962875366211,0
2002-09-11,106.0,112.0,104.05000305175781,107.1500015258789,79.89949798583984,500
2002-09-12,105.5,111.5,105.0,109.9000015258789,81.95011901855469,1522
2002-09-13,113.0,113.0,110.0,110.0,82.0246810913086,95
2002-09-16,107.0,110.5,107.0,110.0,82.0246810913086,463
2002-09-17,110.0,110.05000305175781,110.0,110.0,82.0246810913086,210
2002-09-18,110.0,112.25,110.0,110.4000015258789,82.32295227050781,1265
2002-09-19,110.0,110.5,108.0999984741211,110.5,82.39751434326172,1275
2002-09-20,108.0999984741211,110.0,108.0999984741211,110.0,82.0246810913086,180
2002-09-23,110.0,113.75,110.0,110.0,82.0246810913086,258
2002-09-24,113.5,113.5,109.0,109.0,81.27899932861328,400
2002-09-25,105.5999984741211,112.8499984741211,105.5999984741211,112.75,84.07530975341797,202
2002-09-26,106.0,107.0,106.0,107.0,79.78765106201172,450
2002-09-27,112.0,114.0,109.0,109.0,81.27899932861328,1912
2002-09-30,111.5,113.0,109.0,112.80000305175781,84.11259460449219,680
2002-10-01,109.0,109.0,109.0,109.0,81.27899932861328,100
2002-10-02,109.0,109.0,109.0,109.0,81.27899932861328,0
2002-10-03,109.0,109.0,108.0,108.0,80.53333282470703,250
2002-10-04,110.0,110.0,110.0,110.0,82.0246810913086,100
2002-10-07,109.0,113.44999694824219,109.0,110.9000015258789,82.69579315185547,697
2002-10-08,110.9000015258789,110.9000015258789,110.9000015258789,110.9000015258789,82.69579315185547,0
2002-10-09,109.0,109.5,109.0,109.0,81.27899932861328,150
2002-10-10,109.44999694824219,109.44999694824219,108.5,108.5,80.90615844726562,200
2002-10-11,105.4000015258789,109.0,105.0,106.6500015258789,79.52665710449219,1160
2002-10-14,110.0,110.0,106.0,107.0,79.78765106201172,1698
2002-10-15,107.0,107.0,107.0,107.0,79.78765106201172,0
2002-10-16,105.0,105.0,105.0,105.0,78.2962875366211,100
2002-10-17,105.5,105.5,105.5,105.5,78.66913604736328,500
2002-10-18,105.0,107.05000305175781,105.0,106.6500015258789,79.52665710449219,247
2002-10-21,107.0999984741211,107.0999984741211,107.0,107.0,79.78765106201172,303
2002-10-22,108.5,108.5,105.0,105.0,78.2962875366211,663
2002-10-23,108.19999694824219,108.19999694824219,107.0,107.05000305175781,79.8249282836914,210
2002-10-24,107.5,107.5,107.5,107.5,80.16049194335938,95
2002-10-25,105.0999984741211,110.0,102.0,103.0,76.80493927001953,587
2002-10-28,100.0,106.5,100.0,103.0,76.80493927001953,528
2002-10-29,104.0,104.0999984741211,104.0,104.0999984741211,77.62519073486328,258
2002-10-30,104.0999984741211,106.0,103.0999984741211,103.30000305175781,77.02864837646484,163
2002-10-31,103.30000305175781,103.30000305175781,103.30000305175781,103.30000305175781,77.02864837646484,0
2002-11-01,110.0,110.9000015258789,110.0,110.0999984741211,82.0992660522461,276
2002-11-04,110.0999984741211,110.0999984741211,110.0999984741211,110.0999984741211,82.0992660522461,0
2002-11-05,110.0999984741211,110.0999984741211,110.0999984741211,110.0999984741211,82.0992660522461,0
2002-11-06,110.0999984741211,110.0999984741211,110.0999984741211,110.0999984741211,82.0992660522461,0
2002-11-07,112.0,112.0,112.0,112.0,83.51604461669922,100
2002-11-08,112.0,112.0,109.25,109.25,81.4654312133789,200
2002-11-11,108.25,108.25,108.25,108.25,80.7197494506836,1
2002-11-12,112.0,112.0,109.0,109.0999984741211,81.35359191894531,135
2002-11-13,109.25,109.25,108.0,108.0,80.53333282470703,100
2002-11-14,108.0,108.0,108.0,108.0,80.53333282470703,0
2002-11-15,107.0,114.0,107.0,112.0,83.51604461669922,360
2002-11-18,116.0,118.0,115.0,115.0,85.75308227539062,1212
