Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,9.050000190734863,9.949999809265137,9.050000190734863,9.649999618530273,5.830185413360596,27060
2009-01-05,9.800000190734863,9.800000190734863,9.199999809265137,9.199999809265137,5.55831241607666,10417
2009-01-06,9.0,9.699999809265137,9.0,9.699999809265137,5.8603949546813965,28300
2009-01-07,10.199999809265137,10.199999809265137,9.600000381469727,10.149999618530273,6.132268905639648,73770
2009-01-09,9.800000190734863,10.0,9.649999618530273,9.850000381469727,5.951019763946533,9030
2009-01-12,9.449999809265137,9.800000190734863,9.399999618530273,9.399999618530273,5.679144859313965,5600
2009-01-13,9.050000190734863,9.449999809265137,8.949999809265137,8.949999809265137,5.407271385192871,3800
2009-01-14,8.800000190734863,9.0,8.5,8.550000190734863,5.165605068206787,5469
2009-01-15,8.149999618530273,8.75,8.149999618530273,8.5,5.135397434234619,3700
2009-01-16,8.5,8.600000381469727,8.100000381469727,8.5,5.135397434234619,6314
2009-01-19,8.399999618530273,8.699999809265137,8.100000381469727,8.100000381469727,4.893732070922852,7100
2009-01-20,8.0,8.300000190734863,7.699999809265137,7.699999809265137,4.652065753936768,10050
2009-01-21,7.699999809265137,7.699999809265137,7.349999904632568,7.349999904632568,4.440608024597168,9471
2009-01-22,7.5,7.599999904632568,7.0,7.150000095367432,4.3197760581970215,16633
2009-01-23,7.0,7.5,6.949999809265137,7.400000095367432,4.4708170890808105,5929
2009-01-27,7.75,7.75,7.050000190734863,7.050000190734863,4.259359359741211,6425
2009-01-28,7.0,7.349999904632568,6.75,7.050000190734863,4.259359359741211,11243
2009-01-29,7.25,7.300000190734863,6.900000095367432,7.199999809265137,4.3499836921691895,2999
2009-01-30,7.300000190734863,7.300000190734863,7.0,7.199999809265137,4.3499836921691895,7006
2009-02-02,7.0,7.550000190734863,6.849999904632568,7.349999904632568,4.440608024597168,1770
2009-02-03,7.050000190734863,7.25,7.0,7.0,4.229150772094727,4647
2009-02-04,6.949999809265137,7.300000190734863,6.75,7.199999809265137,4.3499836921691895,1614
2009-02-05,7.0,7.199999809265137,6.900000095367432,7.199999809265137,4.3499836921691895,3780
2009-02-06,6.849999904632568,7.25,6.849999904632568,7.199999809265137,4.3499836921691895,3250
2009-02-09,6.849999904632568,7.099999904632568,6.849999904632568,6.949999809265137,4.198941707611084,10471
2009-02-10,7.0,7.0,6.599999904632568,6.849999904632568,4.138526439666748,13747
2009-02-11,6.550000190734863,6.849999904632568,6.550000190734863,6.550000190734863,3.957277297973633,12996
2009-02-12,6.849999904632568,6.849999904632568,6.25,6.5,3.9270684719085693,21081
2009-02-13,6.25,6.699999809265137,6.199999809265137,6.349999904632568,3.836444139480591,16023
2009-02-16,6.300000190734863,6.300000190734863,6.050000190734863,6.050000190734863,3.6551949977874756,22573
2009-02-17,5.849999904632568,6.0,5.75,5.75,3.473945379257202,11927
2009-02-18,5.5,6.0,5.5,6.0,3.624985933303833,12816
2009-02-19,5.699999809265137,6.0,5.699999809265137,6.0,3.624985933303833,7902
2009-02-20,6.0,6.050000190734863,5.699999809265137,6.0,3.624985933303833,1976
2009-02-24,6.0,6.050000190734863,5.699999809265137,6.0,3.624985933303833,9241
2009-02-25,6.0,6.300000190734863,6.0,6.300000190734863,3.8062357902526855,88323
2009-02-26,6.25,6.5,6.25,6.400000095367432,3.866652488708496,5479
2009-02-27,6.550000190734863,6.599999904632568,6.099999904632568,6.150000095367432,3.715611457824707,3510
2009-03-02,6.0,6.25,5.849999904632568,5.900000095367432,3.564570665359497,2800
2009-03-03,5.650000095367432,6.150000095367432,5.599999904632568,5.699999809265137,3.443737506866455,3539
2009-03-04,5.449999809265137,6.0,5.449999809265137,6.0,3.624985933303833,5574
2009-03-05,5.699999809265137,6.199999809265137,5.699999809265137,6.050000190734863,3.6551949977874756,4025
2009-03-06,5.550000190734863,6.150000095367432,5.5,5.550000190734863,3.3531129360198975,5015
2009-03-09,5.349999904632568,5.699999809265137,5.300000190734863,5.550000190734863,3.3531129360198975,3520
2009-03-12,5.5,5.650000095367432,5.099999904632568,5.150000095367432,3.1114468574523926,5201
2009-03-13,5.400000095367432,5.699999809265137,5.400000095367432,5.550000190734863,3.3531129360198975,2600
2009-03-16,5.5,5.849999904632568,5.5,5.650000095367432,3.413529396057129,722
2009-03-17,5.449999809265137,5.599999904632568,5.099999904632568,5.599999904632568,3.3833205699920654,2602
2009-03-18,5.800000190734863,5.849999904632568,5.300000190734863,5.349999904632568,3.232279062271118,3879
2009-03-19,5.199999809265137,5.849999904632568,5.199999809265137,5.849999904632568,3.5343618392944336,9890
2009-03-20,6.199999809265137,6.300000190734863,5.449999809265137,5.900000095367432,3.564570665359497,4319
2009-03-23,5.699999809265137,6.25,5.699999809265137,5.849999904632568,3.5343618392944336,6427
2009-03-24,6.099999904632568,6.099999904632568,5.550000190734863,5.650000095367432,3.413529396057129,6787
2009-03-25,5.25,5.949999809265137,5.25,5.75,3.473945379257202,3293
2009-03-26,5.550000190734863,6.0,5.550000190734863,5.900000095367432,3.564570665359497,500
2009-03-27,5.400000095367432,6.099999904632568,5.400000095367432,5.75,3.473945379257202,14589
2009-03-30,5.75,6.349999904632568,5.199999809265137,5.5,3.322904348373413,32360
2009-03-31,5.199999809265137,5.75,5.199999809265137,5.599999904632568,3.3833205699920654,890
2009-04-01,5.699999809265137,5.699999809265137,5.400000095367432,5.400000095367432,3.2624876499176025,1799
2009-04-02,5.400000095367432,5.949999809265137,5.400000095367432,5.949999809265137,3.594778060913086,2952
2009-04-06,6.400000095367432,6.550000190734863,6.150000095367432,6.550000190734863,3.957277297973633,29726
2009-04-08,6.550000190734863,7.25,6.550000190734863,7.25,4.380191802978516,13881
2009-04-09,7.650000095367432,7.650000095367432,7.650000095367432,7.650000095367432,4.6218581199646,4295
2009-04-13,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,4.863523006439209,4700
2009-04-15,8.449999809265137,8.449999809265137,8.100000381469727,8.449999809265137,5.105189323425293,20119
2009-04-16,8.899999618530273,8.899999618530273,8.050000190734863,8.100000381469727,4.893732070922852,39592
2009-04-17,7.849999904632568,8.399999618530273,7.849999904632568,8.199999809265137,4.954148769378662,9014
2009-04-20,8.0,8.5,7.849999904632568,7.900000095367432,4.7728986740112305,10010
2009-04-21,7.849999904632568,8.0,7.550000190734863,7.699999809265137,4.652065753936768,5503
2009-04-22,8.050000190734863,8.100000381469727,7.400000095367432,8.100000381469727,4.893732070922852,29301
2009-04-23,8.0,8.0,8.0,8.0,4.833314895629883,720
2009-04-24,8.300000190734863,8.399999618530273,7.599999904632568,7.75,4.682274341583252,28362
2009-04-27,8.0,8.050000190734863,7.650000095367432,7.849999904632568,4.742690086364746,3990
2009-04-28,8.0,8.25,7.75,7.800000190734863,4.712482929229736,22804
2009-04-29,8.149999618530273,8.149999618530273,7.650000095367432,7.900000095367432,4.7728986740112305,5001
2009-04-30,7.900000095367432,7.900000095367432,7.900000095367432,7.900000095367432,4.7728986740112305,0
2009-05-04,7.599999904632568,8.300000190734863,7.5,7.550000190734863,4.561440944671631,16384
2009-05-05,7.849999904632568,7.949999809265137,7.650000095367432,7.800000190734863,4.712482929229736,267518
2009-05-06,8.199999809265137,8.199999809265137,7.650000095367432,7.900000095367432,4.7728986740112305,4144
2009-05-07,7.900000095367432,7.900000095367432,7.550000190734863,7.849999904632568,4.742690086364746,409639
2009-05-08,8.25,8.600000381469727,7.949999809265137,8.300000190734863,5.0145649909973145,17528
2009-05-11,8.600000381469727,8.600000381469727,7.699999809265137,7.75,4.682274341583252,10410
2009-05-12,7.699999809265137,8.100000381469727,7.699999809265137,7.900000095367432,4.7728986740112305,1720
2009-05-13,7.599999904632568,8.300000190734863,7.599999904632568,7.949999809265137,4.803107738494873,12662
2009-05-14,7.800000190734863,7.800000190734863,7.599999904632568,7.599999904632568,4.591649532318115,1200
2009-05-15,7.699999809265137,7.900000095367432,7.699999809265137,7.75,4.682274341583252,3226
2009-05-18,8.5,8.5,8.5,8.5,5.135397434234619,50
2009-05-19,9.300000190734863,9.300000190734863,8.399999618530273,8.850000381469727,5.3468546867370605,19862
2009-05-20,8.149999618530273,9.75,8.100000381469727,9.75,5.890604496002197,45595
2009-05-21,10.649999618530273,10.75,10.0,10.75,6.494767189025879,60894
2009-05-22,11.25,11.300000190734863,11.25,11.300000190734863,6.827058792114258,9125
2009-05-25,11.899999618530273,11.899999618530273,11.899999618530273,11.899999618530273,7.189556121826172,7077
2009-05-26,12.5,12.5,11.300000190734863,11.800000190734863,7.129141330718994,82458
2009-05-27,12.0,12.399999618530273,11.550000190734863,12.399999618530273,7.491638660430908,26617
2009-05-28,13.050000190734863,13.050000190734863,12.199999809265137,13.050000190734863,7.8843464851379395,14644
2009-05-29,13.699999809265137,13.699999809265137,13.25,13.699999809265137,8.277052879333496,18123
2009-06-01,13.699999809265137,14.399999618530273,13.699999809265137,14.399999618530273,8.699967384338379,11000
2009-06-02,15.100000381469727,15.149999618530273,14.649999618530273,15.149999618530273,9.153090476989746,21300
2009-06-03,15.75,15.949999809265137,14.399999618530273,15.050000190734863,9.092674255371094,56035
2009-06-04,15.800000190734863,15.800000190734863,14.300000190734863,14.5,8.760383605957031,38616
2009-06-05,15.149999618530273,15.25,13.800000190734863,13.899999618530273,8.397883415222168,54263
2009-06-08,14.600000381469727,14.600000381469727,13.199999809265137,13.199999809265137,7.97497034072876,17300
2009-06-09,12.600000381469727,13.0,12.550000190734863,12.550000190734863,7.5822625160217285,7900
2009-06-10,13.0,13.0,11.949999809265137,12.199999809265137,7.37080717086792,25160
2009-06-11,12.25,12.25,11.649999618530273,11.75,7.098931789398193,9732
2009-06-12,12.0,12.0,11.199999809265137,11.800000190734863,7.129141330718994,14347
2009-06-15,11.899999618530273,11.899999618530273,11.199999809265137,11.199999809265137,6.766641139984131,4755
2009-06-16,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,6.766641139984131,0
2009-06-17,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,6.766641139984131,0
2009-06-18,10.050000190734863,10.050000190734863,9.949999809265137,9.949999809265137,6.0114359855651855,4150
2009-06-19,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,5.709353446960449,2480
2009-06-22,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,5.709353446960449,0
2009-06-23,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,5.709353446960449,0
2009-06-24,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,5.709353446960449,0
2009-06-25,9.449999809265137,9.449999809265137,9.449999809265137,9.449999809265137,5.709353446960449,0
2009-06-26,9.850000381469727,10.0,9.550000190734863,9.699999809265137,5.8603949546813965,5781
2009-06-29,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,5.8603949546813965,0
2009-06-30,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,5.8603949546813965,0
2009-07-01,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,5.8603949546813965,0
2009-07-02,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,5.8603949546813965,0
